#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP030194.1	1	1401	+		dnaA	CHD54_RS00005	WP_000059092.1	466	chromosomal replication initiator protein DnaA
chromosome	NZ_CP030194.1	1406	2506	+		dnaN	CHD54_RS00010	WP_000673475.1	366	DNA polymerase III subunit beta
chromosome	NZ_CP030194.1	2654	3727	+		recF	CHD54_RS00015	WP_000060084.1	357	DNA replication/repair protein RecF
chromosome	NZ_CP030194.1	3756	6170	+		gyrB	CHD54_RS00020	WP_000072045.1	804	DNA topoisomerase (ATP-hydrolyzing) subunit B
chromosome	NZ_CP030194.1	6252	6584	-			CHD54_RS00025	WP_000497808.1	110	cupin domain-containing protein
chromosome	NZ_CP030194.1	6584	8533	-			CHD54_RS00030	WP_079811942.1	649	heparinase II/III family protein
chromosome	NZ_CP030194.1	8544	9767	-			CHD54_RS00035	WP_079811941.1	407	alginate lyase family protein
chromosome	NZ_CP030194.1	9782	10480	-			CHD54_RS00040	WP_001043844.1	232	porin
chromosome	NZ_CP030194.1	10511	11767	-			CHD54_RS00045	WP_024134877.1	418	MFS transporter
chromosome	NZ_CP030194.1	12317	13129	+		yidA	CHD54_RS00055	WP_000985582.1	270	sugar-phosphatase
chromosome	NZ_CP030194.1	13330	14355	+			CHD54_RS00060	WP_079811939.1	341	hypothetical protein
chromosome	NZ_CP030194.1	14352	15491	+			CHD54_RS00065	WP_079811938.1	379	BamA/TamA family outer membrane protein
chromosome	NZ_CP030194.1	15488	16621	+			CHD54_RS00070	WP_079807727.1	377	DUF4056 domain-containing protein
chromosome	NZ_CP030194.1	16752	19487	-		torS	CHD54_RS00075	WP_079811937.1	911	TMAO reductase system sensor histidine kinase/response regulator TorS
chromosome	NZ_CP030194.1	19567	20607	+		torT	CHD54_RS00080	WP_001202015.1	346	TMAO reductase system periplasmic protein TorT
chromosome	NZ_CP030194.1	20580	21272	-		torR	CHD54_RS00085	WP_023186025.1	230	two-component system response regulator TorR
chromosome	NZ_CP030194.1	21402	22586	+		torC	CHD54_RS00090	WP_079811936.1	394	pentaheme c-type cytochrome TorC
chromosome	NZ_CP030194.1	22576	25128	+		torA	CHD54_RS00095	WP_002954737.1	850	trimethylamine-N-oxide reductase TorA
chromosome	NZ_CP030194.1	25121	25753	+		torD	CHD54_RS00100	WP_000595050.1	210	molecular chaperone TorD
chromosome	NZ_CP030194.1	25943	27343	+			CHD54_RS00105	WP_002954736.1	466	cytochrome-c peroxidase
chromosome	NZ_CP030194.1	27349	27966	+		ccmA	CHD54_RS00110	WP_023186028.1	205	cytochrome c biogenesis heme-transporting ATPase CcmA
chromosome	NZ_CP030194.1	28657	29394	+			CHD54_RS00120	WP_000266012.1	245	heme ABC transporter permease
chromosome	NZ_CP030194.1	29391	29603	+		ccmD	CHD54_RS00125	WP_023247223.1	70	heme exporter protein CcmD
chromosome	NZ_CP030194.1	32576	33589	+			CHD54_RS00145	WP_134953810.1	337	cytochrome c-type biogenesis protein CcmH
chromosome	NZ_CP030194.1	33749	34975	+			CHD54_RS00150	WP_079812377.1	408	DUF3748 domain-containing protein
chromosome	NZ_CP030194.1	34977	35309	-			CHD54_RS00155	WP_000594825.1	110	YceK/YidQ family lipoprotein
chromosome	NZ_CP030194.1	35618	36031	+		ibpA	CHD54_RS00165	WP_023186035.1	137	heat shock chaperone IbpA
